Hydrocarbon,Ti (K),equivalent ratio,Pressure (atm),LBV (cm/s),,
n-Propanol,518.168,1.1,1,174,,
n-Propanol,519.798,0.901,1,174.6,,
n-Propanol,520.698,0.723,1,175.1,,
n-Propanol,523.27,1.3,1,175.6,,
n-Propanol,526.164,1.3,1,176.6,,
n-Propanol,526.686,0.735,1,176.7,,
n-Propanol,528.462,0.934,1,177.4,,
n-Propanol,531.672,0.71,1,178.4,,
n-Propanol,535.802,1.1,1,180,,
n-Propanol,541.644,0.741,1,181.8,,
n-Propanol,541.79,1.1,1,181.7,,
n-Propanol,548.078,1.1,1,184.1,,
n-Propanol,552.29,1.3,1,185.5,,
n-Propanol,554.29,1.005,1,186.2,,
n-Propanol,563.162,1.3,1,189.3,,
n-Propanol,564.762,1.071,1,189.8,,
n-Propanol,569.15,1.3,1,191,,
n-Propanol,572.16,0.77,1,192,,
n-Propanol,573.128,1.101,1,192.5,,
n-Propanol,576.534,1.1,1,193.3,,
n-Propanol,580.506,0.812,1,194.7,,
n-Propanol,582.822,1.1,1,195.7,,
n-Propanol,590.192,1.1,1,198.1,,
n-Propanol,590.862,1.119,1,198.3,,
n-Propanol,597.198,0.881,1,200.6,,
n-Propanol,600,0.699,1,91.7,,
n-Propanol,600,0.8,1,109,,
n-Propanol,600,0.899,1,116,,
n-Propanol,600,1.001,1,127.4,,
n-Propanol,600,1.1,1,129.7,,
n-Propanol,600,1.2,1,127.2,,
n-Propanol,600,1.301,1,114.1,,
n-Propanol,602.184,0.952,1,202.3,,
n-Propanol,602.826,1.154,1,202.3,,
n-Propanol,611.554,0.97,1,205.3,,
n-Propanol,613.998,1.194,1,206.1,,
n-Propanol+Air,298,0.693,1,208,,
n-Propanol+Air,298,0.787,1,191,,
n-Propanol+Air,298,0.881,1,180.6,,
n-Propanol+Air,298,0.974,1,170,,
n-Propanol+Air,298,1.068,1,168.4,,
n-Propanol+Air,298,1.161,1,172,,
n-Propanol+Air,298,1.254,1,177.8,,
n-Propanol+Air,343,0.699,1,28.5,,
n-Propanol+Air,343,0.748,1,36.45,,
n-Propanol+Air,343,0.796,1,41.6,,
n-Propanol+Air,343,0.798,1,38.5,,
n-Propanol+Air,343,0.8,1,37.3,,
n-Propanol+Air,343,0.898,1,44.7,,
n-Propanol+Air,343,0.999,1,49.467,,
n-Propanol+Air,343,1.048,1,50.65,,
n-Propanol+Air,343,1.099,1,51,,
n-Propanol+Air,343,1.148,1,50,,
n-Propanol+Air,343,1.197,1,47.6,,
n-Propanol+Air,343,1.199,1,46.8,,
n-Propanol+Air,343,1.299,1,40.65,,
n-Propanol+Air,343,1.301,1,35.6,,
n-Propanol+Air,367.096,0.401,1,136,,
n-Propanol+Air,367.096,0.428,1,139.4,,
n-Propanol+Air,367.096,0.503,1,150.7,,
n-Propanol+Air,367.096,0.584,1,139.4,,
n-Propanol+Air,367.096,0.586,1,156.7,,
n-Propanol+Air,367.096,0.606,1,141,,
n-Propanol+Air,367.096,0.638,1,138.7,,
n-Propanol+Air,367.096,0.652,1,155.55,,
n-Propanol+Air,367.096,0.674,1,142.1,,
n-Propanol+Air,367.096,0.683,1,164,,
n-Propanol+Air,367.096,0.69,1,170,,
n-Propanol+Air,367.096,0.693,1,148.3,,
n-Propanol+Air,367.096,0.7,1,35.2,,
n-Propanol+Air,367.096,0.71,1,178.4,,
n-Propanol+Air,367.096,0.721,1,153.4,,
n-Propanol+Air,367.096,0.723,1,175.1,,
n-Propanol+Air,367.096,0.735,1,161.75,,
n-Propanol+Air,367.096,0.74,1,153.7,,
n-Propanol+Air,367.096,0.741,1,163.8,,
n-Propanol+Air,367.096,0.746,1,154,,
n-Propanol+Air,367.096,0.755,1,160.3,,
n-Propanol+Air,367.096,0.76,1,154.9,,
n-Propanol+Air,367.096,0.77,1,192,,
n-Propanol+Air,367.096,0.789,1,161.4,,
n-Propanol+Air,367.096,0.805,1,163.3,,
n-Propanol+Air,367.096,0.812,1,194.7,,
n-Propanol+Air,367.096,0.822,1,156.8,,
n-Propanol+Air,367.096,0.826,1,171.9,,
n-Propanol+Air,367.096,0.828,1,164.6,,
n-Propanol+Air,367.096,0.846,1,166.8,,
n-Propanol+Air,367.096,0.847,1,168.7,,
n-Propanol+Air,367.096,0.852,1,162.5,,
n-Propanol+Air,367.096,0.861,1,168.3,,
n-Propanol+Air,367.096,0.868,1,170.3,,
n-Propanol+Air,367.096,0.881,1,200.6,,
n-Propanol+Air,367.096,0.9,1,53.8,,
n-Propanol+Air,367.096,0.901,1,174.6,,
n-Propanol+Air,367.096,0.905,1,168.1,,
n-Propanol+Air,367.096,0.906,1,175.6,,
n-Propanol+Air,367.096,0.909,1,170.5,,
n-Propanol+Air,367.096,0.927,1,166.1,,
n-Propanol+Air,367.096,0.934,1,177,,
n-Propanol+Air,367.096,0.952,1,202.3,,
n-Propanol+Air,367.096,0.97,1,205.3,,
n-Propanol+Air,367.096,0.982,1,174,,
n-Propanol+Air,367.096,0.986,1,185.5,,
n-Propanol+Air,367.096,1.005,1,186.2,,
n-Propanol+Air,367.096,1.017,1,189.3,,
n-Propanol+Air,367.096,1.029,1,181.7,,
n-Propanol+Air,367.096,1.069,1,180,,
n-Propanol+Air,367.096,1.071,1,189.8,,
n-Propanol+Air,367.096,1.076,1,191,,
n-Propanol+Air,367.096,1.093,1,184.1,,
n-Propanol+Air,367.096,1.1,1,63.2,,
n-Propanol+Air,367.096,1.101,1,192.5,,
n-Propanol+Air,367.096,1.119,1,198.3,,
n-Propanol+Air,367.096,1.154,1,202.3,,
n-Propanol+Air,367.096,1.158,1,193.3,,
n-Propanol+Air,367.096,1.187,1,195.7,,
n-Propanol+Air,367.096,1.194,1,206.1,,
n-Propanol+Air,367.096,1.229,1,198.1,,
n-Propanol+Air,367.096,1.3,1,57.6,,
n-Propanol+Air,393,0.699,1,34.8,,
n-Propanol+Air,393,0.802,1,43.5,,
n-Propanol+Air,393,0.901,1,51.1,,
n-Propanol+Air,393,1.001,1,55.3,,
n-Propanol+Air,393,1.101,1,58,,
n-Propanol+Air,393,1.2,1,55.9,,
n-Propanol+Air,393,1.301,1,51.4,,
n-Propanol+Air,423,0.701,1,44.1,,
n-Propanol+Air,423,0.749,1,40.4,,
n-Propanol+Air,423,0.802,1,55.8,,
n-Propanol+Air,423,0.851,1,48.6,,
n-Propanol+Air,423,0.901,1,61.5,,
n-Propanol+Air,423,0.951,1,57.2,,
n-Propanol+Air,423,1.001,1,70.1,,
n-Propanol+Air,423,1.05,1,60.5,,
n-Propanol+Air,423,1.101,1,71.9,,
n-Propanol+Air,423,1.15,1,59.9,,
n-Propanol+Air,423,1.201,1,69.6,,
n-Propanol+Air,423,1.251,1,54.8,,
n-Propanol+Air,423,1.302,1,61.2,,
n-Propanol+Air,500,0.699,1,62.6,,
n-Propanol+Air,500,0.8,1,76.9,,
n-Propanol+Air,500,0.9,1,83.5,,
n-Propanol+Air,500,1,1,93.4,,
n-Propanol+Air,500,1.1,1,95.3,,
n-Propanol+Air,500,1.2,1,93.1,,
n-Propanol+Air,500,1.301,1,82.5,,
n-Propanol+Air,600,0.699,1,91.7,,
n-Propanol+Air,600,0.8,1,109,,
n-Propanol+Air,600,0.899,1,116,,
n-Propanol+Air,600,1.001,1,127.4,,
n-Propanol+Air,600,1.1,1,129.7,,
n-Propanol+Air,600,1.2,1,127.2,,
n-Propanol+Air,600,1.301,1,114.1,,
n-Propanol+Air,343,0.699,1,28.443,,
n-Propanol+Air,343,0.75,3,28.571,,
n-Propanol+Air,343,0.751,1,36.504,,
n-Propanol+Air,343,0.798,1,38.56,,
n-Propanol+Air,343,0.802,1,39.508,,
n-Propanol+Air,343,0.85,3,37.738,,
n-Propanol+Air,343,0.9,1,43.934,,
n-Propanol+Air,343,0.902,1,45.094,,
n-Propanol+Air,343,0.943,3,43.69,,
n-Propanol+Air,343,1,1,47.939,,
n-Propanol+Air,343,1.002,1,50.31,,
n-Propanol+Air,343,1.048,3,47.262,,
n-Propanol+Air,343,1.05,1,50.732,,
n-Propanol+Air,343,1.1,1,50.995,,
n-Propanol+Air,343,1.102,1,51.1,,
n-Propanol+Air,343,1.147,3,47.024,,
n-Propanol+Air,343,1.15,1,49.941,,
n-Propanol+Air,343,1.2,1,46.358,,
n-Propanol+Air,343,1.202,1,48.466,,
n-Propanol+Air,343,1.247,3,43.81,,
n-Propanol+Air,343,1.3,1,37.348,,
n-Propanol+Air,343,1.301,1,42.143,,
n-Propanol+Air,343,1.35,3,37.619,,
n-Propanol+Air,343,1.4,1,26.44,,
n-Propanol+Air,343,1.403,1,28.337,,
n-Propanol+Air,343,1.501,1,16.745,,
n-Propanol+Air,373,0.714,10,15.238,,
n-Propanol+Air,373,0.817,10,23.214,,
n-Propanol+Air,373,0.92,10,30.714,,
n-Propanol+Air,373,1.02,10,32.5,,
n-Propanol+Air,373,1.111,10,32.976,,
n-Propanol+Air,373,1.224,10,28.333,,
n-Propanol+Air,373,1.327,10,21.071,,
n-Propanol+Air,393,0.699,1,35.07,,
n-Propanol+Air,393,0.802,1,43.97,,
n-Propanol+Air,393,0.902,1,51.581,,
n-Propanol+Air,393,1,1,55.562,,
n-Propanol+Air,393,1.1,1,58.372,,
n-Propanol+Air,393,1.2,1,56.03,,
n-Propanol+Air,393,1.302,1,51.581,,
n-Propanol+Air,393,1.4,1,44.204,,
n-Propanol+Air,393,1.501,1,36.358,,
n-Propanol+Air,423,0.701,1,44.087,,
n-Propanol+Air,423,0.749,1,39.637,,
n-Propanol+Air,423,0.8,1,55.796,,
n-Propanol+Air,423,0.85,1,48.77,,
n-Propanol+Air,423,0.902,1,61.534,,
n-Propanol+Air,423,0.952,1,57.084,,
n-Propanol+Air,423,1.002,1,70.199,,
n-Propanol+Air,423,1.05,1,60.363,,
n-Propanol+Air,423,1.102,1,71.956,,
n-Propanol+Air,423,1.15,1,60.129,,
n-Propanol+Air,423,1.202,1,69.731,,
n-Propanol+Air,423,1.252,1,55.094,,
n-Propanol+Air,423,1.301,1,61.183,,
n-Propanol+Air,423,1.354,1,47.482,,
n-Propanol+Air,423,1.449,1,34.719,,
propane+air,300,0.69,1,21.608,,
propane+air,300,0.69,4,14.316,,
propane+air,300,0.692,2,18.165,,
propane+air,300,0.7,1,22.82,,
propane+air,300,0.702,2,22.823,,
propane+air,300,0.735,5,11.329,,
propane+air,300,0.742,5,11.013,,
propane+air,300,0.745,3,13.987,,
propane+air,300,0.791,1,29.608,,
propane+air,300,0.791,4,19.987,,
propane+air,300,0.792,2,24.848,,
propane+air,300,0.796,4,22.215,,
propane+air,300,0.8,1,28.7,,
propane+air,300,0.8,2,21.608,,
propane+air,300,0.801,4,18.468,,
propane+air,300,0.802,2,28.696,,
propane+air,300,0.829,5,16.519,,
propane+air,300,0.832,3,21.899,,
propane+air,300,0.837,5,15.127,,
propane+air,300,0.838,3,19.62,,
propane+air,300,0.892,1,34.873,,
propane+air,300,0.892,2,28.291,,
propane+air,300,0.892,4,23.43,,
propane+air,300,0.9,1,35.38,,
propane+air,300,0.9,2,25.861,,
propane+air,300,0.9,4,24.646,,
propane+air,300,0.903,2,35.38,,
propane+air,300,0.903,4,23.127,,
propane+air,300,0.923,5,19.937,,
propane+air,300,0.927,3,23.418,,
propane+air,300,0.93,3,23.481,,
propane+air,300,0.933,5,19.114,,
propane+air,300,0.991,1,37.81,,
propane+air,300,0.991,4,25.861,,
propane+air,300,0.993,2,31.025,,
propane+air,300,0.994,4,30.114,,
propane+air,300,1,1,40.04,,
propane+air,300,1.001,2,29.304,,
propane+air,300,1.001,4,26.57,,
propane+air,300,1.002,1,40.038,,
propane+air,300,1.002,2,40.038,,
propane+air,300,1.016,5,22.658,,
propane+air,300,1.022,3,27.089,,
propane+air,300,1.026,3,25.759,,
propane+air,300,1.026,5,21.835,,
propane+air,300,1.09,1,39.734,,
propane+air,300,1.09,2,31.43,,
propane+air,300,1.09,4,28.595,,
propane+air,300,1.092,4,26.063,,
propane+air,300,1.1,1,40.95,,
propane+air,300,1.1,2,40.949,,
propane+air,300,1.1,4,27.582,,
propane+air,300,1.102,2,32.443,,
propane+air,300,1.108,5,23.354,,
propane+air,300,1.11,3,27.215,,
propane+air,300,1.115,5,22.658,,
propane+air,300,1.118,3,26.519,,
propane+air,300,1.19,2,28.089,,
propane+air,300,1.191,1,37.709,,
propane+air,300,1.191,4,23.025,,
propane+air,300,1.196,4,24.848,,
propane+air,300,1.2,1,36.798,,
propane+air,300,1.2,2,36.797,,
propane+air,300,1.201,2,29.405,,
propane+air,300,1.201,4,25.253,,
propane+air,300,1.205,5,19.557,,
propane+air,300,1.209,3,26.772,,
propane+air,300,1.21,3,23.544,,
propane+air,300,1.213,5,21.835,,
propane+air,300,1.29,2,22.62,,
propane+air,300,1.292,1,31.633,,
propane+air,300,1.293,4,17.962,,
propane+air,300,1.297,4,22.418,,
propane+air,300,1.297,5,14.241,,
propane+air,300,1.299,3,18.101,,
propane+air,300,1.3,1,30.82,,
propane+air,300,1.301,1,30.823,,
propane+air,300,1.301,2,28.088,,
propane+air,300,1.301,4,20.595,,
propane+air,300,1.304,5,17.595,,
propane+air,300,1.307,3,17.595,,
propane+air,316.5,1,2,44.875,,
propane+air,320.7,1,2,44.125,,
propane+air,325.8,1,2,50.125,,
propane+air,328.5,0.7,2,35.875,,
propane+air,331.5,1,2,56.5,,
propane+air,333.3,0.7,2,35.875,,
propane+air,337.2,1,2,62.125,,
propane+air,338.1,0.7,2,38.875,,
propane+air,340.2,0.7,2,43.75,,
propane+air,340.5,1,2,66.625,,
propane+air,343.8,0.7,2,47.125,,
propane+air,347.1,1,2,76.375,,
propane+air,349.2,0.7,2,49,,
propane+air,351.3,1,2,74.125,,
propane+air,355.8,0.7,2,56.125,,
propane+air,356.7,1,2,81.25,,
propane+air,357.9,0.7,2,53.5,,
propane+air,359.4,1,2,83.125,,
propane+air,362.7,0.7,2,62.5,,
propane+air,365.7,0.7,2,64.75,,
propane+air,365.7,1,2,89.125,,
propane+air,367.5,1,1,58.75,,
propane+air,367.8,0.7,2,64.75,,
propane+air,373.2,1,2,100.375,,
propane+air,373.5,0.7,2,73.375,,
propane+air,379.8,0.7,2,74.875,,
propane+air,379.8,1,2,104.875,,
propane+air,382.2,1,1,63.625,,
propane+air,384,0.7,2,80.5,,
propane+air,384,1,2,113.5,,
propane+air,390.3,0.7,2,92.875,,
propane+air,396,0.7,2,99.25,,
propane+air,397.5,1,1,61.75,,
propane+air,414.3,1,1,72.625,,
propane+air,424.2,1,1,73.75,,
propane+air,442.8,1,1,76.75,,
propane+air,464.7,1,1,84.25,,
propane+air,482.4,1,1,92.875,,
propane+air,503.4,1,1,103,,
propane+air,522.6,1,1,107.5,,
propane+air,546,1,1,112.375,,
propane+air,560.4,1,1,119.125,,
propane+air,576.3,1,1,129.25,,
propane+air,591.9,1,1,132.25,,
propane+air,600,0.738,1,90.254,,
propane+air,600,0.743,3,74.467,,
propane+air,600,0.745,5,61.497,,
propane+air,600,0.748,4,63.096,,
propane+air,600,0.749,1,77.056,,
propane+air,600,0.749,2,79.086,,
propane+air,600,0.832,1,107.005,,
propane+air,600,0.839,3,87.259,,
propane+air,600,0.84,5,76.777,,
propane+air,600,0.842,1,92.538,,
propane+air,600,0.844,1,99.898,,
propane+air,600,0.844,2,92.03,,
propane+air,600,0.844,4,76.041,,
propane+air,600,0.925,1,117.919,,
propane+air,600,0.931,3,96.853,,
propane+air,600,0.935,2,97.868,,
propane+air,600,0.935,4,84.924,,
propane+air,600,0.935,5,86.015,,
propane+air,600,0.936,1,109.416,,
propane+air,600,1.02,1,123.249,,
propane+air,600,1.026,3,102.716,,
propane+air,600,1.027,5,94.01,,
propane+air,600,1.029,2,104.721,,
propane+air,600,1.03,1,117.538,,
propane+air,600,1.032,4,89.746,,
propane+air,600,1.111,1,126.548,,
propane+air,600,1.118,3,105.914,,
propane+air,600,1.118,5,95.076,,
propane+air,600,1.123,1,119.949,,
propane+air,600,1.123,2,105.482,,
propane+air,600,1.123,4,90.254,,
propane+air,600,1.205,1,127.563,,
propane+air,600,1.212,3,102.183,,
propane+air,600,1.213,5,88.503,,
propane+air,600,1.214,2,100.914,,
propane+air,600,1.215,4,87.462,,
propane+air,600,1.216,1,116.396,,
propane+air,600,1.301,1,115.381,,
propane+air,600,1.304,3,86.015,,
propane+air,600,1.306,5,74.112,,
propane+air,600,1.308,1,104.975,,
propane+air,600,1.308,2,89.492,,
propane+air,600,1.31,1,103.706,,
propane+air,600,1.31,4,77.056,,
Iso-Octane+Air mixtures,300,0.803,1,24.133,,
Iso-Octane+Air mixtures,300,0.994,1,16.865,,
Iso-Octane+Air mixtures,300,1.001,1,32.453,,
Iso-Octane+Air mixtures,300,1.213,1,32.946,,
Iso-Octane+Air mixtures,360,0.701,1,23.65,,
Iso-Octane+Air mixtures,360,0.901,1,40.268,,
Iso-Octane+Air mixtures,360,1.002,1,44.948,,
Iso-Octane+Air mixtures,360,1.104,1,47.353,,
Iso-Octane+Air mixtures,360,1.199,1,45.774,,
Iso-Octane+Air mixtures,360,1.302,1,40.068,,
Iso-Octane+Air mixtures,360,1.405,1,28.814,,
Iso-Octane+Air mixtures,470,0.699,1,42.573,,
Iso-Octane+Air mixtures,470,0.897,1,67.87,,
Iso-Octane+Air mixtures,470,1.001,1,75.111,,
Iso-Octane+Air mixtures,470,1.103,1,78.227,,
Iso-Octane+Air mixtures,470,1.199,1,76.221,,
Iso-Octane+Air mixtures,400,0.698,1,29.985,,
Iso-Octane+Air mixtures,400,0.797,1,40.291,,
Iso-Octane+Air mixtures,400,0.902,1,49.344,,
Iso-Octane+Air mixtures,400,1.005,1,55.188,,
Iso-Octane+Air mixtures,400,1.099,1,57.747,,
Iso-Octane+Air mixtures,400,1.2,1,56.077,,
Iso-Octane+Air mixtures,400,1.298,1,48.928,,
Iso-Octane+Air mixtures,400,1.4,1,36.299,,
Iso-Octane+Air mixtures,560,0.701,1,58.904,,
Iso-Octane+Air mixtures,560,0.795,1,71.737,,
Iso-Octane+Air mixtures,560,0.899,1,83.296,,
Iso-Octane+Air mixtures,560,0.986,1,90.157,,
Iso-Octane+Air mixtures,560,1.087,1,93.189,,
Iso-Octane+Air mixtures,560,1.193,1,91.961,,
Iso-Octane+Air mixtures,560,1.193,1,91.961,,
Iso-Octane+Air mixtures,560,1.295,1,84.975,,
Iso-Octane+Air mixtures,560,1.399,1,69.891,,
Iso-Octane+Air mixtures,640,0.709,1,124.342,,
Iso-Octane+Air mixtures,640,0.8,1,136.108,,
Iso-Octane+Air mixtures,640,0.894,1,145.105,,
Iso-Octane+Air mixtures,640,0.998,1,150.696,,
Iso-Octane+Air mixtures,640,1.097,1,153.087,,
Iso-Octane+Air mixtures,640,1.198,1,152.922,,
Iso-Octane+Air mixtures,640,1.3,1,147.002,,
